product	msb	lsb	pc	number	name	category
EXZ015	93	27	115	115	D50 RichBrs	
EXZ015	93	27	116	116	D50 FltshBrs	
EXZ015	93	27	117	117	D50 VeloBrs2	
EXZ015	93	27	118	118	D50 Tuba	
EXZ015	93	27	119	119	D50 Voices	
EXZ015	93	27	120	120	D50 DigiNDnc	
EXZ015	93	27	121	121	D50 PCM EPno	
EXZ015	93	27	122	122	D50 Tine way	
EXZ015	93	27	123	123	D50 Harmonca	
EXZ015	93	27	124	124	D50 Pizzaggo	
EXZ015	93	27	125	125	D50 BrqueStr	
JD800	97	72	1	1	Millennium	
JD800	97	72	2	2	Massive Pad	
JD800	97	72	3	3	Crystal EPs	
JD800	97	72	4	4	Synthadelic Bass	
JD800	97	72	5	5	Wailing Guitar	
JD800	97	72	6	6	Fantasia 90's	
JD800	97	72	7	7	Spun Glass	
JD800	97	72	8	8	Mother Afrika!	
JD800	97	72	9	9	Swimotion	
JD800	97	72	10	10	Classic Sweeper	
JD800	97	72	11	11	LA MIDI'd Piano	
JD800	97	72	12	12	Meaty Bass	
JD800	97	72	13	13	ST Master	
JD800	97	72	14	14	Perc-Vox Stack	
JD800	97	72	15	15	Killer Pad	
JD800	97	72	16	16	Waveblower	
JD800	97	72	17	17	Pulsating Pad	
JD800	97	72	18	18	Mr.Brass!	
JD800	97	72	19	19	Bruiser Tines	
JD800	97	72	20	20	Wet Bass	
JD800	97	72	21	21	Throaty Clav	
JD800	97	72	22	22	Rockin' Wire	
JD800	97	72	23	23	Iceman	
JD800	97	72	24	24	Ming Dynasty	
JD800	97	72	25	25	Planetarium	
JD800	97	72	26	26	Pulse Pad	
JD800	97	72	27	27	All Stops Out	
JD800	97	72	28	28	Fusion Solo	
JD800	97	72	29	29	MIDI Guitar	
JD800	97	72	30	30	Pain&Injury Keyz	
JD800	97	72	31	31	Deep Breath Pad	
JD800	97	72	32	32	Harlequin	
JD800	97	72	33	33	Slow Bell Pad	
JD800	97	72	34	34	Analog Brass	
JD800	97	72	35	35	Ac.Piano 1	
JD800	97	72	36	36	Modular Bass	
JD800	97	72	37	37	MIDI Clav	
JD800	97	72	38	38	Voco ST	
JD800	97	72	39	39	Invocation	
JD800	97	72	40	40	Ethnic Logs	
JD800	97	72	41	41	2-way Slide	
JD800	97	72	42	42	Macho Swell	
JD800	97	72	43	43	Doo Organ	
JD800	97	72	44	44	Synth Pipe Solo	
JD800	97	72	45	45	Nylon Choir	
JD800	97	72	46	46	Scraping Bone	
JD800	97	72	47	47	Hybrid Strings	
JD800	97	72	48	48	JD-bells 1	
JD800	97	72	49	49	1974!	
JD800	97	72	50	50	Polysynth	
JD800	97	72	51	51	Metallic EPs	
JD800	97	72	52	52	Face Bass	
JD800	97	72	53	53	Velo-Crunch	
JD800	97	72	54	54	Stack Attack!	
JD800	97	72	55	55	Girlish Vox	
JD800	97	72	56	56	Shakuflute	
JD800	97	72	57	57	Aurora Borealis	
JD800	97	72	58	58	Pulsation	
JD800	97	72	59	59	Waveola Keys	
JD800	97	72	60	60	Tekno Funk Bass	
JD800	97	72	61	61	Backwards 60's	
JD800	97	72	62	62	MetalVox/Bass	
JD800	97	72	63	63	Bottle It	
JD800	97	72	64	64	Doo Pipes	
JD800	97	72	65	65	Muscle Beach	
JD800	97	72	66	66	JD Buzzed	
JD800	97	72	67	67	Kiruna Pad	
JD800	97	72	68	68	Cloud Keys /Mod	
JD800	97	72	69	69	Lonely City	
JD800	97	72	70	70	Frost Freeze	
JD800	97	72	71	71	Requiem /Mod	
JD800	97	72	72	72	The Summoner	
JD800	97	72	73	73	Krystals Pad	
JD800	97	72	74	74	JD Keys	
JD800	97	72	75	75	Liquidy Worms	
JD800	97	72	76	76	Asian Dream	
JD800	97	72	77	77	Soft Knock	
JD800	97	72	78	78	Irish Eyes	
JD800	97	72	79	79	Our Story	
JD800	97	72	80	80	Strummy /Mod	
JD800	97	72	81	81	Bell Vox Key	
JD800	97	72	82	82	Simple Shocks	
JD800	97	72	83	83	SleepLess	
JD800	97	72	84	84	Baptist Pad	
JD800	97	72	85	85	Padtergeist	
JD800	97	72	86	86	Koyona	
JD800	97	72	87	87	404 Pad /Mod	
JD800	97	72	88	88	Bell Phases	
JD800	97	72	89	89	Bot Swarm	
JD800	97	72	90	90	String Wave	
JD800	97	72	91	91	Droid Crew	
JD800	97	72	92	92	Null Split	
JD800	97	72	93	93	Straight Shot	
JD800	97	72	94	94	Velo Voc Lead	
JD800	97	72	95	95	CH Cutter	
JD800	97	72	96	96	YooDoo Sequel	
JD800	97	72	97	97	JD Shredder!	
JD800	97	72	98	98	Semi-Orbit	
JD800	97	72	99	99	Flicker	
JD800	97	72	100	100	Sine Of Life	
JD800	97	72	101	101	Gee Funk Bass	
JD800	97	72	102	102	Frenzy Bs /Mod	
JD800	97	72	103	103	Slime Slap!	
JD800	97	72	104	104	Extreme Bot!	
JD800	97	72	105	105	800 Bass	
JD800	97	72	106	106	Proison	
JD800	97	72	107	107	Gear Grease	
JD800	97	72	108	108	Cog Punch	
JD800	97	72	109	109	Piano Memories	
JD800	97	72	110	110	Bell E.Piano	
JD800	97	72	111	111	Vocal Tines	
JD800	97	72	112	112	Speaking Clav	
JD800	97	72	113	113	Bellisma	
JD800	97	72	114	114	Cele-Bells	
JD800	97	72	115	115	Market Bells	
JD800	97	72	116	116	Reso Pearl	
JD800	97	72	117	117	Partikle /Mod	
JD800	97	72	118	118	Trickle Seq	
JD800	97	72	119	119	Flutter Pluck	
JD800	97	72	120	120	One Drop	
JD800	97	72	121	121	Stab -93	
JD800	97	72	122	122	Bit Chord Stack	
JD800	97	72	123	123	Vapor Cave	
JD800	97	72	124	124	Bit Stab	
JD800	97	72	125	125	Vibe Knock	
JD800	97	72	126	126	Bell Brain	
JD800	97	72	127	127	Vintage Stab	
JD800	97	72	128	128	ASMR U there?	
JP8	97	64	1	1	Berlin Night	
JP8	97	64	2	2	Dirty Little Pad	
JP8	97	64	3	3	Metro Flute	
JP8	97	64	4	4	Pluck Swell	
JP8	97	64	5	5	Sweeping Pulse	
JP8	97	64	6	6	Sweep JP	
JP8	97	64	7	7	Sunbeams	
JP8	97	64	8	8	Reso Drone	
JP8	97	64	9	9	Reso Pad	
JP8	97	64	10	10	Uni-Sync	
JP8	97	64	11	11	Flange Pad /Mod	
JP8	97	64	12	12	Fat 5 Fever	
JP8	97	64	13	13	Thrift Store	
JP8	97	64	14	14	Delicate Bells	
JP8	97	64	15	15	Bright Pad 1	
JP8	97	64	16	16	Bright Pad 2	
JP8	97	64	17	17	Bright Strings	
JP8	97	64	18	18	Strings JP	
JP8	97	64	19	19	Oct Pad	
JP8	97	64	20	20	Retro Flute	
JP8	97	64	21	21	Sqr Soft Pad	
JP8	97	64	22	22	EPistle	
JP8	97	64	23	23	Soft Saw Pad	
JP8	97	64	24	24	PWM Stac Pad	
JP8	97	64	25	25	ModLoop EP!	
JP8	97	64	26	26	Soft Pad JP	
JP8	97	64	27	27	Big Bite Pluck	
JP8	97	64	28	28	Fairy Tales	
JP8	97	64	29	29	Silk Stabber	
JP8	97	64	30	30	Soft Pluck	
JP8	97	64	31	31	Memories	
JP8	97	64	32	32	Havana Pad	
JP8	97	64	33	33	MW Studr	
JP8	97	64	34	34	Zip Lock Pluck	
JP8	97	64	35	35	Duster Pad	
JP8	97	64	36	36	Sanctuary Pad	
JP8	97	64	37	37	Slice Pad	
JP8	97	64	38	38	Sqr Stac Pad	
JP8	97	64	39	39	Wah Pad	
JP8	97	64	40	40	Synth Brass JP	
JP8	97	64	41	41	PWM Env Brass	
JP8	97	64	42	42	Future Brass	
JP8	97	64	43	43	Detuned Lead	
JP8	97	64	44	44	SBF Saw Lead	
JP8	97	64	45	45	Sync or Swim	
JP8	97	64	46	46	Sync Lead JP	
JP8	97	64	47	47	4th Stac Lead	
JP8	97	64	48	48	5th Dist Lead	
JP8	97	64	49	49	Solid Lead Lower	
JP8	97	64	50	50	Solid Lead Upper	
JP8	97	64	51	51	TB Squared	
JP8	97	64	52	52	Saw Lead	
JP8	97	64	53	53	European Lead	
JP8	97	64	54	54	Sqr Bend Lead	
JP8	97	64	55	55	Sine Pump Up	
JP8	97	64	56	56	Reso Choke Bass	
JP8	97	64	57	57	Polarity Bass	
JP8	97	64	58	58	Jumpah	
JP8	97	64	59	59	Tri Bass	
JP8	97	64	60	60	Gut Punch Bass	
JP8	97	64	61	61	Pulse Basser	
JP8	97	64	62	62	Bass Juice	
JP8	97	64	63	63	Basser PW	
JP8	97	64	64	64	8-Easy	
JP8	97	64	65	65	Burned Bass	
JP8	97	64	66	66	Tight Bass	
JP8	97	64	67	67	Saw Unison Bass	
JP8	97	64	68	68	Sqr Unison Bass	
JP8	97	64	69	69	Tri Looper	
JP8	97	64	70	70	Sqr Seq Tone	
JP8	97	64	71	71	XMod Spike	
JP8	97	64	72	72	Low Freq Tone	
JP8	97	64	73	73	NEG SYNC	
JP8	97	64	74	74	NEG PLUCK	
JP8	97	64	75	75	SYNC SWEEP	
JP8	97	64	76	76	CARS SYNC	
JP8	97	64	77	77	SYNC LEAD	
JP8	97	64	78	78	HONKY TONK	
JP8	97	64	79	79	HARP	
JP8	97	64	80	80	LO STRINGS	
JP8	97	64	81	81	MID STRINGS	
JP8	97	64	82	82	HI STRINGS	
JP8	97	64	83	83	MELLOW STRINGS	
JP8	97	64	84	84	LO BRASS	
JP8	97	64	85	85	HI BRASS	
JP8	97	64	86	86	S&H BRASS	
JP8	97	64	87	87	SYNTH BRASS	
JP8	97	64	88	88	BELL ORGAN	
JP8	97	64	89	89	COMBO ORGAN	
JP8	97	64	90	90	PIPE ORGAN	
JP8	97	64	91	91	ELECTRIC ORGAN	
JP8	97	64	92	92	SOLO VOICE	
JP8	97	64	93	93	CHOIR VOICES	
JP8	97	64	94	94	CHIME	
JP8	97	64	95	95	SOLAR WINDS	
JP8	97	64	96	96	FUZZY FIFTHS	
JP8	97	64	97	97	DOWN FOURTH	
JP8	97	64	98	98	MELLOW BLIP	
JP8	97	64	99	99	HARD BLIP	
JP8	97	64	100	100	CLARINET	
JP8	97	64	101	101	FLUTE	
JP8	97	64	102	102	VIOLIN	
JP8	97	64	103	103	CELLO	
JP8	97	64	104	104	HARMONICA	
JP8	97	64	105	105	INIT TONE	
JU106	97	66	1	1	Heater Pad	
JU106	97	66	2	2	CE-Drone	
JU106	97	66	3	3	Saw Strings	
JU106	97	66	4	4	PMW Crawler	
JU106	97	66	5	5	Soft Pad	
JU106	97	66	6	6	Tsukamu /Mod	
JU106	97	66	7	7	Bright Pad	
JU106	97	66	8	8	Hi Strings	
JU106	97	66	9	9	Glorious Pad	
JU106	97	66	10	10	Reso Swallow	
JU106	97	66	11	11	Face Lift	
JU106	97	66	12	12	Juno Sweeper	
JU106	97	66	13	13	Reso Sweep	
JU106	97	66	14	14	Sweep ReleasePd1	
JU106	97	66	15	15	Feels Pad	
JU106	97	66	16	16	Kolibri	
JU106	97	66	17	17	Somber Pulse Pad	
JU106	97	66	18	18	Mr PWM	
JU106	97	66	19	19	Sfz Swell	
JU106	97	66	20	20	Seary Pad	
JU106	97	66	21	21	Sweep ReleasePd2	
JU106	97	66	22	22	Gate Plucker	
JU106	97	66	23	23	PWM Soft Pad	
JU106	97	66	24	24	Ambient Pad	
JU106	97	66	25	25	Noise Pad	
JU106	97	66	26	26	m0t0n0v0	
JU106	97	66	27	27	LFO Pad	
JU106	97	66	28	28	Enchanted	
JU106	97	66	29	29	Oboete iru?	
JU106	97	66	30	30	Uganda Poly	
JU106	97	66	31	31	Ring Shorty	
JU106	97	66	32	32	Hard Pluck	
JU106	97	66	33	33	Bright Pluck	
JU106	97	66	34	34	Delay Pluck	
JU106	97	66	35	35	X-Gamer	
JU106	97	66	36	36	Garage Sale	
JU106	97	66	37	37	Wah LFO Pad	
JU106	97	66	38	38	TheUnexplored EP	
JU106	97	66	39	39	Refuge Pad	
JU106	97	66	40	40	Bright Brass	
JU106	97	66	41	41	Reso Soft Brass	
JU106	97	66	42	42	JUNO Lead 1	
JU106	97	66	43	43	JUNO Lead 2	
JU106	97	66	44	44	Sacred Lead	
JU106	97	66	45	45	Mr Sudz Lead	
JU106	97	66	46	46	Sir Wah	
JU106	97	66	47	47	Retroist Lead	
JU106	97	66	48	48	Noise Lead	
JU106	97	66	49	49	Big Boy Bass	
JU106	97	66	50	50	Crensaw Ld/Bs	
JU106	97	66	51	51	Revisit Bass	
JU106	97	66	52	52	Dizzy Bass	
JU106	97	66	53	53	Shaker Bass	
JU106	97	66	54	54	Bug Juice Bass	
JU106	97	66	55	55	Disto Click Bass	
JU106	97	66	56	56	Halo Rez Bass	
JU106	97	66	57	57	Bass Y'all	
JU106	97	66	58	58	Soft Subber	
JU106	97	66	59	59	Saw Fatty	
JU106	97	66	60	60	Low Boost Bass	
JU106	97	66	61	61	PWM+SubOSC Bass	
JU106	97	66	62	62	SubOSC Bass	
JU106	97	66	63	63	Ring My Wheel Bs	
JU106	97	66	64	64	Treat Bass	
JU106	97	66	65	65	Iron-8 Bass	
JU106	97	66	66	66	Seq Bass	
JU106	97	66	67	67	Sub Reso Bass	
JU106	97	66	68	68	Reso Seq Bs	
JU106	97	66	69	69	Fast Mod Pluck	
JU106	97	66	70	70	Soft Pluck	
JU106	97	66	71	71	Saw Seq	
JU106	97	66	72	72	Sqr Seq	
JU106	97	66	73	73	Big Wave	
JU106	97	66	74	74	Console 80 FX	
JU106	97	66	75	75	Synth Drum	
JU106	97	66	76	76	BRASS	
JU106	97	66	77	77	MOVING STRINGS	
JU106	97	66	78	78	BRASS & STRINGS	
JU106	97	66	79	79	CHOIR	
JU106	97	66	80	80	PIANO I	
JU106	97	66	81	81	ORGAN II	
JU106	97	66	82	82	CELESTE	
JU106	97	66	83	83	ELEC.PIANO II	
JU106	97	66	84	84	STEEL DRUMS	
JU106	97	66	85	85	XYLOPHONE	
JU106	97	66	86	86	BRASS III	
JU106	97	66	87	87	STRINGS III	
JU106	97	66	88	88	DARK PLUCK	
JU106	97	66	89	89	FUNKY I	
JU106	97	66	90	90	SYNTH BASS I	
JU106	97	66	91	91	LEAD I	
JU106	97	66	92	92	LEAD II	
JU106	97	66	93	93	FUNKY II	
JU106	97	66	94	94	SYNTH BASS II	
JU106	97	66	95	95	FUNKY III	
JU106	97	66	96	96	THUD WAH	
JU106	97	66	97	97	GOING UP	
JU106	97	66	98	98	SNARE DRUM	
JU106	97	66	99	99	TOM TOMS	
JU106	97	66	100	100	TIMPANI	
JU106	97	66	101	101	SYNTH PAD	
JU106	97	66	102	102	SWEEP I	
JU106	97	66	103	103	PLUCK SWEEP	
JU106	97	66	104	104	REPEATER	
JU106	97	66	105	105	DARK SYNTH PIANO	
JU106	97	66	106	106	WAH RELEASE	
JU106	97	66	107	107	RESONANCE FUNK	
JU106	97	66	108	108	INIT TONE	
JX8P	97	68	1	1	Mass-5	
JX8P	97	68	2	2	Square Dimes	
JX8P	97	68	3	3	SaiYuSenJiKou	
JX8P	97	68	4	4	5th Synth 1	
JX8P	97	68	5	5	Scorched Pad	
JX8P	97	68	6	6	Dynamic Lush Pad	
JX8P	97	68	7	7	Slow Atk Strings	
JX8P	97	68	8	8	Hollow Daddy	
JX8P	97	68	9	9	Hinode	
JX8P	97	68	10	10	Bowed Synth	
JX8P	97	68	11	11	Choir Pad	
JX8P	97	68	12	12	Ancient One	
JX8P	97	68	13	13	Soft Pad 1	
JX8P	97	68	14	14	Poly JX	
JX8P	97	68	15	15	Clavcid!	
JX8P	97	68	16	16	Res-Plasto	
JX8P	97	68	17	17	Dyna Reso	
JX8P	97	68	18	18	Descender Pad	
JX8P	97	68	19	19	5th Synth 2	
JX8P	97	68	20	20	Reso Sweep 1	
JX8P	97	68	21	21	Reso Sweep 2	
JX8P	97	68	22	22	Reso Sweep 3	
JX8P	97	68	23	23	Severed Strings	
JX8P	97	68	24	24	Gross dude...	
JX8P	97	68	25	25	Mirror Pluck	
JX8P	97	68	26	26	Soft Pad 2	
JX8P	97	68	27	27	Porto Strings	
JX8P	97	68	28	28	Dulci-Synth	
JX8P	97	68	29	29	Bend Pad	
JX8P	97	68	30	30	Bell Chorus	
JX8P	97	68	31	31	Two Chimes	
JX8P	97	68	32	32	Bright Keys	
JX8P	97	68	33	33	Syniano EP	
JX8P	97	68	34	34	Quiver	
JX8P	97	68	35	35	BC Pluck	
JX8P	97	68	36	36	Tremolo Synth	
JX8P	97	68	37	37	Rnd Filter Synth	
JX8P	97	68	38	38	JX Poly Brass	
JX8P	97	68	39	39	JX Powerbrass	
JX8P	97	68	40	40	Polyheimer	
JX8P	97	68	41	41	Bend Brass	
JX8P	97	68	42	42	Velo Brass	
JX8P	97	68	43	43	Velo Brassman	
JX8P	97	68	44	44	Classic Poly JX	
JX8P	97	68	45	45	Horn Pad	
JX8P	97	68	46	46	Amazement Ld	
JX8P	97	68	47	47	Square Bottom	
JX8P	97	68	48	48	Miss Maiden Lead	
JX8P	97	68	49	49	Sqr Lead	
JX8P	97	68	50	50	Mod Bot	
JX8P	97	68	51	51	X-Mod Lead	
JX8P	97	68	52	52	8bit Lead	
JX8P	97	68	53	53	Low Blow	
JX8P	97	68	54	54	Bit Basher	
JX8P	97	68	55	55	Delay Bass	
JX8P	97	68	56	56	5th Stac Bass	
JX8P	97	68	57	57	Dark Chorus Bass	
JX8P	97	68	58	58	Velo Reso Bass	
JX8P	97	68	59	59	Velo Filter Bass	
JX8P	97	68	60	60	DoubleFilter Bs	
JX8P	97	68	61	61	Sqr Pluck 1	
JX8P	97	68	62	62	Sqr Pluck 2	
JX8P	97	68	63	63	Velo Pluck	
JX8P	97	68	64	64	Toy Darts	
JX8P	97	68	65	65	Puny Pluck	
JX8P	97	68	66	66	Fat Fifth 2	
JX8P	97	68	67	67	Vel Seq Tone	
JX8P	97	68	68	68	XMod Compu	
JX8P	97	68	69	69	Tech Chord	
JX8P	97	68	70	70	Synth Tom	
JX8P	97	68	71	71	Telephone	
JX8P	97	68	72	72	Noise Sweep	
JX8P	97	68	73	73	C5 FX Sweep	
JX8P	97	68	74	74	PIANO 1	
JX8P	97	68	75	75	PIANO 2	
JX8P	97	68	76	76	PIANO 3	
JX8P	97	68	77	77	LOW STRINGS	
JX8P	97	68	78	78	VOICES	
JX8P	97	68	79	79	ORGAN I	
JX8P	97	68	80	80	ORGAN II	
JX8P	97	68	81	81	SYNTH BASS	
JX8P	97	68	82	82	SOUNDTRACK	
JX8P	97	68	83	83	FAT FIFTH	
JX8P	97	68	84	84	T O M S	
JX8P	97	68	85	85	CLAV	
JX8P	97	68	86	86	SQUARELEAD	
JX8P	97	68	87	87	POLY BRASS	
JX8P	97	68	88	88	SOFT BRASS	
JX8P	97	68	89	89	STAB BRASS	
JX8P	97	68	90	90	AGOGO BELL	
JX8P	97	68	91	91	PIANO 4	
JX8P	97	68	92	92	PIANO 5	
JX8P	97	68	93	93	STRINGBRASS	
JX8P	97	68	94	94	STRINGS 1	
JX8P	97	68	95	95	STRINGS 2	
JX8P	97	68	96	96	CHOIR	
JX8P	97	68	97	97	MAY.S WIND	
JX8P	97	68	98	98	MARIMBA	
JX8P	97	68	99	99	HARPSICHORD	
JX8P	97	68	100	100	XMAS BELL	
JX8P	97	68	101	101	VIBES	
JX8P	97	68	102	102	UPRIGHT BASS	
JX8P	97	68	103	103	LOG DRUM	
JX8P	97	68	104	104	MALLET	
JX8P	97	68	105	105	POLY SYNTH	
JX8P	97	68	106	106	INIT TONE	
M09X01	103	64	1	1	German Concert	
M09X01	103	64	2	2	Bold Grand	
M09X01	103	64	3	3	Calm Focus	
M09X01	103	64	4	4	Open Warm	
M09X01	103	64	5	5	Open Warm 2	
M09X01	103	64	6	6	Studio Pop	
M09X01	103	64	7	7	Studio Rock	
M09X01	103	64	8	8	Ballad Warm	
M09X01	103	64	9	9	Bright & Clear	
M09X01	103	64	10	10	Feelin' Hopping	
M09X01	103	64	11	11	Short Stick	
M09X01	103	64	12	12	Quiet Phrase	
M09X01	103	64	13	13	Bright Baby	
M09X01	103	64	14	14	Deep Open	
M09X01	103	64	15	15	Presence	
M09X01	103	64	16	16	Water Piano	
M09X01	103	64	17	17	Low Lifted Cncrt	
SH101	97	70	1	1	Gimme Lead	
SH101	97	70	2	2	Long Note	
SH101	97	70	3	3	Mod Shatter	
SH101	97	70	4	4	Saw Boz	
SH101	97	70	5	5	Fireflies	
SH101	97	70	6	6	T-Holiday	
SH101	97	70	7	7	Lazor Boy	
SH101	97	70	8	8	Throttle Lust	
SH101	97	70	9	9	Lizard King	
SH101	97	70	10	10	Blisters	
SH101	97	70	11	11	Pulse Leader	
SH101	97	70	12	12	Solo Sweet	
SH101	97	70	13	13	Porta Saw Lead	
SH101	97	70	14	14	PW+SubOSC Ld	
SH101	97	70	15	15	Porta Sqr Lead	
SH101	97	70	16	16	Sqr Atk Lead	
SH101	97	70	17	17	Calc Lead	
SH101	97	70	18	18	PWM LFO Lead	
SH101	97	70	19	19	PWM Env Lead 1	
SH101	97	70	20	20	PWM Env Lead 2	
SH101	97	70	21	21	Reso PW+Saw Ld	
SH101	97	70	22	22	Chiptune Lead	
SH101	97	70	23	23	Saw Flutter Ld	
SH101	97	70	24	24	Bit Crusher Lead	
SH101	97	70	25	25	Oct Bass	
SH101	97	70	26	26	Le Bass	
SH101	97	70	27	27	Cone Pleaser	
SH101	97	70	28	28	THAbass	
SH101	97	70	29	29	Reester Bass	
SH101	97	70	30	30	PWM PortaDrone	
SH101	97	70	31	31	Shlob Bass	
SH101	97	70	32	32	Choice Bass	
SH101	97	70	33	33	Shorty Enhancer	
SH101	97	70	34	34	Filter Env Bs 1	
SH101	97	70	35	35	PW+Saw Bass	
SH101	97	70	36	36	Slow FltEnv Bass	
SH101	97	70	37	37	Noise Bass	
SH101	97	70	38	38	Reso Bass	
SH101	97	70	39	39	Long Reso Bass	
SH101	97	70	40	40	Reso Sqr+Saw Bs	
SH101	97	70	41	41	Organ Bass	
SH101	97	70	42	42	Filter Env Bs 2	
SH101	97	70	43	43	Dark Bass	
SH101	97	70	44	44	SubOSC Soft Bass	
SH101	97	70	45	45	Delta Bass	
SH101	97	70	46	46	Punisher	
SH101	97	70	47	47	Ye Olde 101	
SH101	97	70	48	48	Porta Bass	
SH101	97	70	49	49	Seq Bass	
SH101	97	70	50	50	Reso Seq Bs	
SH101	97	70	51	51	Flanger Seq Bs	
SH101	97	70	52	52	Phaser Seq Bs	
SH101	97	70	53	53	Heady Flange	
SH101	97	70	54	54	Tape 101	
SH101	97	70	55	55	Moon Worm	
SH101	97	70	56	56	Disto Shorty	
SH101	97	70	57	57	True Pluck	
SH101	97	70	58	58	Sqr Seq SH	
SH101	97	70	59	59	Reso Sqr Seq	
SH101	97	70	60	60	PWM Pluck	
SH101	97	70	61	61	3Tap Dly Seq	
SH101	97	70	62	62	MultiTap Dly Seq	
SH101	97	70	63	63	Reso Bell	
SH101	97	70	64	64	This Old Game	
SH101	97	70	65	65	Main Pull SH	
SH101	97	70	66	66	Poly 101 1	
SH101	97	70	67	67	Shuno Pad	
SH101	97	70	68	68	Poly-101 2	
SH101	97	70	69	69	Sharimba	
SH101	97	70	70	70	Porto Bells	
SH101	97	70	71	71	Echo Pluck	
SH101	97	70	72	72	Shorty /Mod	
SH101	97	70	73	73	Suggestive...	
SH101	97	70	74	74	Star Message	
SH101	97	70	75	75	rAnDOm Pads	
SH101	97	70	76	76	Side Repeater	
SH101	97	70	77	77	LFO 1/4 Trancer	
SH101	97	70	78	78	Afterthought	
SH101	97	70	79	79	Retro Cycle	
SH101	97	70	80	80	Pulse Pad	
SH101	97	70	81	81	Buzz Shorty	
SH101	97	70	82	82	R2 Wheel	
SH101	97	70	83	83	SelfOSC Kick 1	
SH101	97	70	84	84	SelfOSC Kick 2	
SH101	97	70	85	85	SelfOSC DistKick	
SH101	97	70	86	86	SelfOSC Zap	
SH101	97	70	87	87	SelfOSC Perc	
SH101	97	70	88	88	SelfOSC LFO Perc	
SH101	97	70	89	89	SelfOSC Sweep	
SH101	97	70	90	90	SelfOSC Tone	
SH101	97	70	91	91	SelfOSC Rnd FX	
SH101	97	70	92	92	Noise Hit 1	
SH101	97	70	93	93	Noise Hit 2	
SH101	97	70	94	94	Noise Percussion	
SH101	97	70	95	95	Sonar Noise	
SH101	97	70	96	96	PhaserNoise /Mod	
SH101	97	70	97	97	INIT TONE	
n/zyme	97	79	1	1	Geometric Wave	
n/zyme	97	79	2	2	Wave StepModular	
n/zyme	97	79	3	3	Electro Waltz	
n/zyme	97	79	4	4	Earth & Space	
n/zyme	97	79	5	5	Chip Stutter	
n/zyme	97	79	6	6	Electro 1	
n/zyme	97	79	7	7	Dyow	
n/zyme	97	79	8	8	Square Folder	
n/zyme	97	79	9	9	Mega Sweep	
n/zyme	97	79	10	10	Draw Sync Sweep	
n/zyme	97	79	11	11	Phaser Pad	
n/zyme	97	79	12	12	Waveswarm	
n/zyme	97	79	13	13	Panning Pad	
n/zyme	97	79	14	14	Santa Monica	
n/zyme	97	79	15	15	Prismatic Piano	
n/zyme	97	79	16	16	Shorty Key	
n/zyme	97	79	17	17	Tender Twitch	
n/zyme	97	79	18	18	Future PulseTone	
n/zyme	97	79	19	19	Cinematic 1	
n/zyme	97	79	20	20	Cinematic 2	
n/zyme	97	79	21	21	Cinematic 3	
n/zyme	97	79	22	22	Drawing Pad	
n/zyme	97	79	23	23	Multi Voxylor	
n/zyme	97	79	24	24	Pulsar Keys	
n/zyme	97	79	25	25	Wavemarillion MW	
n/zyme	97	79	26	26	StepMod Dance MW	
n/zyme	97	79	27	27	Geometric Wave 2	
n/zyme	97	79	28	28	Draw Step Seq Pd	
n/zyme	97	79	29	29	Chop Bots	
n/zyme	97	79	30	30	Flange Step Pad	
n/zyme	97	79	31	31	Steputation	
n/zyme	97	79	32	32	Ambi Step	
n/zyme	97	79	33	33	Storm Pad	
n/zyme	97	79	34	34	Runner	
n/zyme	97	79	35	35	DrawPulsating Pd	
n/zyme	97	79	36	36	Sine Mine	
n/zyme	97	79	37	37	Tri Pulse Pad	
n/zyme	97	79	38	38	Quiver Pad	
n/zyme	97	79	39	39	FM Dist Pad	
n/zyme	97	79	40	40	Stun Dance	
n/zyme	97	79	41	41	Romance	
n/zyme	97	79	42	42	A.Guitar Cutting	
n/zyme	97	79	43	43	Mantra	
n/zyme	97	79	44	44	Electro 2	
n/zyme	97	79	45	45	Electro 3	
n/zyme	97	79	46	46	Ninth Street	
n/zyme	97	79	47	47	Draw Bell Seq	
n/zyme	97	79	48	48	Gen X Bells	
n/zyme	97	79	49	49	Busted Modular	
n/zyme	97	79	50	50	Warrior	
n/zyme	97	79	51	51	Off Road	
n/zyme	97	79	52	52	Intruder	
n/zyme	97	79	53	53	Velo Rez	
n/zyme	97	79	54	54	Hawk-i	
n/zyme	97	79	55	55	Dist LFO Bass	
n/zyme	97	79	56	56	Morse Code	
n/zyme	97	79	57	57	WT Wobble	
n/zyme	97	79	58	58	Delta Bass	
n/zyme	97	79	59	59	EffEmm Bass	
n/zyme	97	79	60	60	Blue Bass	
n/zyme	97	79	61	61	WT Sweep Lead	
n/zyme	97	79	62	62	Sync Lead	
n/zyme	97	79	63	63	Mod To Feedback	
n/zyme	97	79	64	64	Last Satellite	
n/zyme	97	79	65	65	Interrupt Lead	
n/zyme	97	79	66	66	Dark Anthem	
n/zyme	97	79	67	67	Wailing WaveLead	
n/zyme	97	79	68	68	FBK Osc Lead	
n/zyme	97	79	69	69	Comb Sine Lead	
n/zyme	97	79	70	70	Wave Particles	
n/zyme	97	79	71	71	Garden of Waves	
n/zyme	97	79	72	72	Blockbuster	
n/zyme	97	79	73	73	AEIOU Pad	
n/zyme	97	79	74	74	Draw Saw Pad	
